anomalyID, srcIP, srcPort, dstIP, dstPort, taxonomy, heuristic, distance, nbDetectors, label
93,220.252.141.214,,,6379,sntscSYN,-0.23406,3,suspicious
94,185.163.56.217,,,1433,sntscSYN,-0.23406,3,suspicious
95,117.71.71.119,,,445,ntscSYN139445,-0.23406,3,suspicious
96,182.203.135.67,,,1433,ntscSYN,-0.23406,3,suspicious
97,185.20.64.122,,,1900,ntscUDPOther,-0.23406,3,suspicious
98,17.10.153.250,443,203.93.174.3,,mptpla,-0.04155,3,suspicious
98,17.92.47.0,443,203.93.174.3,,mptpla,-0.04155,3,suspicious
99,,,203.93.162.5,,mptmp,-0.225,4,suspicious
99,221.165.186.104,,,22,mptmp,-0.225,4,suspicious
99,221.165.186.136,,,22,mptmp,-0.225,4,suspicious
100,,,45.109.107.139,43527,ntscTCPRSTACKrp,-0.04155,3,suspicious
100,,,45.99.194.116,8080,ntscTCPRSTACKrp,-0.04155,3,suspicious
101,115.40.128.77,,,1433,ntscSYN,-0.23406,3,suspicious
102,,,203.93.166.160,80,mptpHTTP,-0.04155,3,suspicious
103,,53,186.27.213.189,80,rflatDNS,-0.450027,2,suspicious
103,,53,71.177.31.130,80,rflatDNS,-0.450027,2,suspicious
104,185.38.194.245,,,5351,ntscUDPOther,-0.23406,3,suspicious
105,31.13.55.143,443,163.170.125.209,,alphfl,-0.450027,2,suspicious
106,,443,163.170.125.123,,mptmp,-0.16932,3,suspicious
106,,443,163.170.21.107,,mptmp,-0.16932,3,suspicious
107,,,0.0.0.0,,empty,-0.37392,1,suspicious
108,0.0.0.0,,,,empty,-0.37392,1,suspicious
109,71.250.179.70,,,,ptmp,-0.450027,2,suspicious
110,36.82.65.133,,202.22.205.178,445,ptmpla,-0.450027,2,suspicious
110,36.82.65.133,,202.22.205.183,445,ptmpla,-0.450027,2,suspicious
110,36.82.65.133,,202.22.205.182,445,ptmpla,-0.450027,2,suspicious
110,36.82.65.133,,202.22.205.180,445,ptmpla,-0.450027,2,suspicious
111,163.170.125.194,58407,140.73.151.74,443,mptpla,-0.450027,2,suspicious
111,163.170.13.170,64961,140.73.151.74,443,mptpla,-0.450027,2,suspicious
112,202.247.174.120,25,116.105.50.83,,salphfl,-0.450027,2,suspicious
113,202.22.200.242,30303,107.108.244.46,,point_to_point,-0.450027,2,suspicious
114,147.196.198.36,32767,,,sntscSYN,-0.450027,2,suspicious
115,139.108.83.49,,,1433,sntscSYN,-0.450027,2,suspicious
116,222.106.161.57,42463,,6379,sntscSYN,-0.450027,2,suspicious
116,222.106.161.57,42463,,6380,sntscSYN,-0.450027,2,suspicious
116,222.106.161.57,42463,,6381,sntscSYN,-0.450027,2,suspicious
117,58.19.42.14,,,1433,sntscSYN,-0.450027,2,suspicious
118,163.170.72.139,,13.222.48.102,443,mptpla,-0.450027,2,suspicious
118,163.170.72.76,,13.222.48.102,443,mptpla,-0.450027,2,suspicious
119,131.126.26.194,,216.147.220.9,443,alphfl,-0.450027,2,suspicious
120,143.135.66.185,32766,163.170.134.16,,poscaSYN,-0.450027,2,suspicious
121,163.170.9.82,,174.87.186.152,443,alphfl,-0.450027,2,suspicious
122,,,202.22.205.59,445,mptp,-0.450027,2,suspicious
123,202.22.201.247,,,,mptmp,-0.450027,2,suspicious
123,,,162.8.253.175,,mptmp,-0.450027,2,suspicious
124,202.160.42.224,,203.93.160.94,,mptmp,-0.450027,2,suspicious
124,202.160.42.224,,,22,mptmp,-0.450027,2,suspicious
124,,,203.93.160.94,22,mptmp,-0.450027,2,suspicious
125,202.22.200.242,30303,3.108.0.35,,point_to_point,-0.450027,2,suspicious
126,,443,163.170.72.143,,mptp,-0.450027,2,suspicious
127,163.170.131.51,,64.132.251.171,443,mptpla,-0.37392,1,suspicious
127,163.170.130.180,,64.132.251.171,443,mptpla,-0.37392,1,suspicious
128,202.247.169.117,53,138.133.155.118,37502,mptpla,-0.450027,2,suspicious
128,202.247.169.101,53,138.133.155.118,37502,mptpla,-0.450027,2,suspicious
128,203.93.167.172,53,138.133.155.118,37502,mptpla,-0.450027,2,suspicious
129,179.80.11.171,,203.93.174.120,22,alphfl,-0.450027,2,suspicious
130,202.254.214.8,,203.130.214.176,53,salphfl,-0.450027,2,suspicious
131,163.170.130.159,,164.215.239.145,443,salphfl,-0.450027,2,suspicious
132,163.170.13.97,,52.184.93.131,443,mptpla,-0.450027,2,suspicious
132,202.247.171.54,,52.184.93.131,443,mptpla,-0.450027,2,suspicious
132,163.170.124.89,,52.184.93.131,443,mptpla,-0.450027,2,suspicious
133,202.254.214.8,,203.130.214.181,53,salphfl,-0.450027,2,suspicious
134,163.170.130.169,26262,52.255.59.251,443,mptpla,-0.450027,2,suspicious
134,163.170.130.169,16911,52.255.59.251,443,mptpla,-0.450027,2,suspicious
134,163.170.125.41,55148,52.255.59.251,443,mptpla,-0.450027,2,suspicious
135,,,0.0.0.0,,empty,-0.05369,1,suspicious
136,0.0.0.0,,,,empty,-0.05369,1,suspicious
137,,443,163.170.51.249,,mptmp,-0.450027,2,suspicious
137,,443,163.170.95.41,,mptmp,-0.450027,2,suspicious
138,,,99.12.207.25,,alphfl,-0.28919,1,suspicious
139,219.68.2.38,56093,,,ptmp,-0.35972,2,suspicious
140,,80,103.140.126.85,,mptpHTTP,-0.1951,2,suspicious
141,,,163.200.129.110,,ntscUDPUDPICrp,-0.28919,1,suspicious
142,,,163.170.54.107,,mptp,-0.28919,1,suspicious
143,163.170.92.71,,18.194.10.195,443,alphfl,-0.1951,2,suspicious
144,59.181.206.115,,,,ntscSYN,-0.28919,1,suspicious
145,192.174.39.99,,,,ntscSYN,-0.28919,1,suspicious
146,192.174.46.130,,,443,ntscSYN,-0.28919,1,suspicious
147,,53,202.254.203.129,,mptpHTTP,-0.28919,1,suspicious
147,,,202.254.203.129,53,mptpHTTP,-0.28919,1,suspicious
148,203.93.165.229,22,,,mptmp,-0.04155,3,suspicious
148,,22,49.88.140.60,,mptmp,-0.04155,3,suspicious
149,,,203.93.160.142,,ntscICecrqICecrqdurmterp,-0.04155,3,suspicious
150,,,202.22.201.126,,mptp,-0.28919,1,suspicious
151,,,133.4.130.179,,mptp,-0.28919,1,suspicious
152,202.247.171.188,,,443,ptmp,-0.43158,3,suspicious
153,203.93.170.236,,,,ptmp,-0.24082,3,suspicious
154,203.93.172.38,,5.79.202.105,,mptmp,-0.450027,2,suspicious
154,203.93.172.38,3389,,,mptmp,-0.450027,2,suspicious
154,,3389,5.79.202.105,,mptmp,-0.450027,2,suspicious
154,203.93.172.38,443,172.95.59.225,,mptmp,-0.450027,2,suspicious
155,213.89.73.111,,203.93.167.172,53,malphfl,-0.21903,3,suspicious
156,3.109.235.2,,163.170.227.11,587,ptmpla,-0.348167,2,suspicious
156,3.109.235.2,,163.170.227.110,587,ptmpla,-0.348167,2,suspicious
156,3.109.235.2,,163.170.227.10,587,ptmpla,-0.348167,2,suspicious
157,,,202.22.201.252,,mptmp,-0.450027,2,suspicious
157,103.140.126.85,,202.22.200.144,80,mptmp,-0.450027,2,suspicious
158,,443,163.170.125.117,,mptp,-0.05507,4,suspicious
159,,443,163.170.128.98,,mptmp,-0.24082,3,suspicious
159,,443,163.170.140.226,,mptmp,-0.24082,3,suspicious
160,,443,203.93.174.164,,mptp,-0.24082,3,suspicious
161,133.19.188.119,,8.0.207.62,80,ptmplaHTTP,-0.21903,3,suspicious
161,133.19.188.119,,8.0.220.193,80,ptmplaHTTP,-0.21903,3,suspicious
162,163.170.124.248,443,163.170.21.29,53528,alphfl,-0.08633,3,suspicious
163,13.222.48.4,443,163.170.124.56,,alphfl,-0.17433,2,suspicious
164,38.5.126.159,443,163.170.130.192,49205,alphfl,-0.17433,2,suspicious
165,143.135.121.178,32766,133.140.59.195,,poscaSYN,-0.17433,2,suspicious
166,17.217.170.126,5223,,,mptmp,-0.415731,2,suspicious
166,17.88.175.212,443,,,mptmp,-0.415731,2,suspicious
166,,443,163.170.125.64,,mptmp,-0.415731,2,suspicious
167,202.22.200.47,9425,170.85.159.49,,point_to_point,-0.17433,2,suspicious
168,167.144.162.69,,,,ptmp,-0.24082,3,suspicious
169,,443,163.170.26.154,,mptpla,-0.24082,3,suspicious
170,212.165.203.178,443,163.170.125.117,50148,alphfl,-0.17433,2,suspicious
171,,6379,139.123.224.55,,mptp,-0.08633,3,suspicious
172,163.170.65.39,,152.67.248.219,,alphfl,-0.17433,2,suspicious
173,,,163.170.22.125,443,mptp,-0.17433,2,suspicious
173,,,163.170.22.125,,mptp,-0.17433,2,suspicious
174,162.8.253.146,,,,mptmp,-0.17433,2,suspicious
174,,,202.22.201.3,,mptmp,-0.17433,2,suspicious
175,23.214.212.155,,163.170.125.231,,mptmp,-0.37392,1,suspicious
175,23.214.212.155,,163.170.8.172,,mptmp,-0.37392,1,suspicious
175,23.214.212.155,443,,,mptmp,-0.37392,1,suspicious
175,23.102.183.27,443,163.170.125.231,,mptmp,-0.37392,1,suspicious
175,23.102.183.27,443,163.170.8.172,,mptmp,-0.37392,1,suspicious
176,162.8.253.146,,,,mptmp,-0.11167,2,suspicious
176,,,202.22.201.3,,mptmp,-0.11167,2,suspicious
177,163.170.123.230,,140.73.151.74,443,alphfl,0.03882,6,anomalous
178,104.124.167.4,51658,,22211,ntscSYN,0.03882,6,anomalous
179,139.123.224.55,,,6379,ptmp,0.0026,4,anomalous
180,14.0.85.173,443,163.170.130.159,49960,alphfl,0.2658,6,anomalous
181,209.229.139.205,3135,,9090,ptmp,0.08418,5,anomalous
182,74.175.15.154,,,,mptmp,0.5506,10,anomalous
182,62.83.173.237,9999,,5060,mptmp,0.5506,10,anomalous
183,89.199.103.98,,,26301,mptmp,0.5506,10,anomalous
183,45.99.194.245,43538,,,mptmp,0.5506,10,anomalous
184,146.96.11.228,1901,,1900,ntscUDPOther,0.5506,10,anomalous
185,221.130.90.207,9090,,22,ntscSYN,0.5506,10,anomalous
185,147.196.152.20,52908,,4200,ntscSYN,0.5506,10,anomalous
186,112.122.9.164,,,445,ptmp,0.08418,5,anomalous
187,,,203.93.161.158,,mptmp,0.43378,7,anomalous
187,,53,203.93.161.30,,mptmp,0.43378,7,anomalous
187,,,203.93.167.187,53,mptmp,0.43378,7,anomalous
188,,,13.139.43.130,443,mptp,0.21494,5,anomalous
189,,,163.170.8.70,,mptmp,0.34548,6,anomalous
189,,443,163.170.124.52,,mptmp,0.34548,6,anomalous
190,89.199.103.98,,,26301,mptmp,0.31923,8,anomalous
190,163.200.129.110,56346,,5070,mptmp,0.31923,8,anomalous
191,,22,45.198.67.25,,mptp,0.15679,7,anomalous
192,,443,163.170.125.68,,mptp,0.34548,6,anomalous
193,,8529,125.128.95.112,,mptp,0.03675,4,anomalous
194,125.128.95.112,,,787,ntscUDPOther,0.08418,5,anomalous
195,163.170.92.71,,13.7.126.68,443,alphfl,0.05999,4,anomalous
196,202.22.201.31,,,443,mptmp,0.21494,5,anomalous
196,,,54.167.24.215,443,mptmp,0.21494,5,anomalous
197,203.93.166.119,,206.151.19.1,,ipv4gretun,0.31923,8,anomalous
197,203.93.166.119,,204.198.45.16,,ipv4gretun,0.31923,8,anomalous
197,203.93.166.119,,50.215.141.30,,ipv4gretun,0.31923,8,anomalous
197,203.93.166.119,,128.126.133.113,,ipv4gretun,0.31923,8,anomalous
198,203.93.172.40,80,,,ptmpHTTP,0.21378,6,anomalous
198,203.93.172.40,,,,ptmpHTTP,0.21378,6,anomalous
199,202.247.171.54,,13.139.151.233,,mptmp,0.34548,6,anomalous
199,202.247.171.54,,,443,mptmp,0.34548,6,anomalous
199,163.170.95.47,,13.139.151.233,443,mptmp,0.34548,6,anomalous
200,199.122.190.98,,,,ptmpla,0.25835,6,anomalous
201,202.22.200.242,,91.151.131.177,52436,heavy_hitter,0.68861,3,anomalous
202,163.170.92.71,,18.194.10.195,443,alphfl,0.00208,2,anomalous
203,103.140.126.85,,202.22.205.26,80,sptpDoSSYN,0.00208,2,anomalous
204,,53,203.93.165.142,,ntscUDPUDPrp,0.00208,2,anomalous
205,174.96.136.179,,203.93.174.128,1194,alphfl,0.00208,2,anomalous
206,210.186.188.11,,203.93.167.168,53,alphfl,0.00208,2,anomalous
207,,80,103.140.126.85,,mptpHTTP,0.00208,2,anomalous
208,103.140.126.85,,202.22.201.174,80,sptpDoSSYN,0.00208,2,anomalous
209,164.123.193.137,,202.22.201.181,443,mptpla,0.00208,2,anomalous
209,164.123.193.137,,202.22.201.181,80,mptpla,0.00208,2,anomalous
209,170.85.10.119,,202.22.201.181,9495,mptpla,0.00208,2,anomalous
210,103.140.126.85,,202.22.201.190,80,sptpDoSSYN,0.00208,2,anomalous
211,,,203.93.162.77,53,ntscUDPUDPrp,0.00208,2,anomalous
212,,,133.4.128.28,50356,mptp,0.00208,2,anomalous
213,,123,203.93.174.228,123,ntscUDPUDPrp,0.00208,2,anomalous
214,143.135.116.80,32766,202.22.200.242,,poscaSYN,0.05999,4,anomalous
215,202.22.200.242,,91.151.128.58,53262,point_to_point,0.00208,2,anomalous
216,202.22.200.242,,91.151.128.61,53258,heavy_hitter,0.00208,2,anomalous
217,174.96.136.179,,203.93.172.2,1194,mptpla,0.1007,3,anomalous
217,108.192.2.177,,203.93.172.2,1194,mptpla,0.1007,3,anomalous
218,103.140.126.85,,202.22.205.141,80,sptpDoSSYN,0.00208,2,anomalous
219,203.93.161.140,,68.245.122.17,57948,salphfl,0.00208,2,anomalous
219,203.93.161.140,,68.245.122.17,34617,salphfl,0.00208,2,anomalous
220,103.140.126.85,,202.22.201.17,80,sptpDoSSYN,0.00208,2,anomalous
221,103.140.126.85,,133.4.4.116,80,sptpDoSSYN,0.00208,2,anomalous
222,103.140.126.85,,202.22.205.247,80,sptpDoSSYN,0.00208,2,anomalous
223,174.96.136.179,,203.93.172.38,1194,mptpla,0.35407,8,anomalous
223,108.192.2.177,,203.93.172.38,1194,mptpla,0.35407,8,anomalous
224,,443,198.27.212.43,,mptp,0.34548,6,anomalous
225,,443,163.170.125.230,,mptp,0.34548,6,anomalous
226,133.19.168.141,,,443,mptmp,0.15866,5,anomalous
226,133.19.168.202,,35.91.84.153,,mptmp,0.15866,5,anomalous
226,,,35.91.84.153,443,mptmp,0.15866,5,anomalous
227,13.222.80.39,443,45.99.194.67,,alphfl,0.03675,4,anomalous
228,140.73.151.74,443,163.170.123.230,,alphfl,0.10217,5,anomalous
229,,,,443,mptmp,0.29871,6,anomalous
229,163.170.213.66,,,53,mptmp,0.29871,6,anomalous
229,,,38.162.19.166,53,mptmp,0.29871,6,anomalous
230,,,163.170.110.61,,mptmp,0.01626,5,anomalous
230,,443,163.170.31.89,,mptmp,0.01626,5,anomalous
231,202.247.174.105,443,,,ptmp,0.03675,4,anomalous
232,,443,163.170.116.8,,mptp,0.34548,6,anomalous
232,,,163.170.116.8,,mptp,0.34548,6,anomalous
233,,,203.93.166.119,,ipv4gretun,0.2658,6,anomalous
234,203.93.172.40,80,124.82.173.237,46016,alphflHTTP,0.03675,4,anomalous
234,203.93.172.40,80,124.82.173.237,46008,alphflHTTP,0.03675,4,anomalous
234,203.93.172.40,80,124.82.173.237,45998,alphflHTTP,0.03675,4,anomalous
234,203.93.172.40,80,124.82.173.237,45992,alphflHTTP,0.03675,4,anomalous
235,203.93.174.162,,52.134.70.45,443,ptmpla,0.39102,5,anomalous
235,203.93.174.162,,13.146.152.49,443,ptmpla,0.39102,5,anomalous
235,203.93.174.162,,52.127.199.198,443,ptmpla,0.39102,5,anomalous
236,,443,202.254.247.189,,mptp,0.34548,6,anomalous
237,219.68.2.38,56093,,,ptmp,0.42091,8,anomalous
238,185.86.164.29,,,,mptmp,0.34548,6,anomalous
238,,443,,,mptmp,0.34548,6,anomalous
239,,443,163.170.27.23,,mptmp,0.10217,5,anomalous
239,,443,163.170.124.208,,mptmp,0.10217,5,anomalous
240,,443,163.170.130.159,,mptp,0.10217,5,anomalous
240,114.109.115.178,53,163.170.130.159,,mptp,0.10217,5,anomalous
241,,443,163.170.8.39,,mptpla,0.03675,4,anomalous
242,203.93.172.38,1194,,,mptmp,0.51133,9,anomalous
242,133.19.49.130,1194,,,mptmp,0.51133,9,anomalous
242,203.93.172.2,1194,,,mptmp,0.51133,9,anomalous
242,203.93.174.128,1194,,,mptmp,0.51133,9,anomalous
242,,1194,174.96.136.179,,mptmp,0.51133,9,anomalous
242,,1194,108.192.2.177,,mptmp,0.51133,9,anomalous
243,,443,163.170.199.9,,mptp,0.03675,4,anomalous
244,203.93.174.162,,52.134.70.45,443,ptmpla,0.01234,4,anomalous
244,203.93.174.162,,52.127.199.198,443,ptmpla,0.01234,4,anomalous
245,,443,,,mptmp,0.32075,7,anomalous
245,17.93.69.250,80,163.170.131.59,,mptmp,0.32075,7,anomalous
246,23.253.233.211,80,,,mptmp,0.03301,5,anomalous
246,192.174.46.41,,,443,mptmp,0.03301,5,anomalous
247,203.93.166.160,80,54.196.84.238,,alphflHTTP,0.15866,5,anomalous
248,151.69.16.223,443,163.170.92.22,,mptpla,0.21378,6,anomalous
248,151.69.91.63,443,163.170.92.22,,mptpla,0.21378,6,anomalous
249,67.27.51.1,80,163.170.23.156,,alphflHTTP,0.0839,3,anomalous
250,133.19.23.144,80,103.140.126.85,,heavy_hitter,0.0839,3,anomalous
251,,,129.74.12.227,,ntscICecrqICecrqdurmterp,0.0839,3,anomalous
252,129.74.12.227,,,,ntscICec,0.40035,7,anomalous
253,,,203.93.166.160,80,mptmp,0.40196,7,anomalous
253,,,203.93.172.40,80,mptmp,0.40196,7,anomalous
254,52.134.70.45,443,203.93.174.162,,mptpla,0.14641,4,anomalous
254,13.146.152.49,443,203.93.174.162,,mptpla,0.14641,4,anomalous
254,52.127.199.198,443,203.93.174.162,,mptpla,0.14641,4,anomalous
255,,80,,,mptmp,0.03675,4,anomalous
255,163.170.22.125,443,,,mptmp,0.03675,4,anomalous
255,,443,185.66.84.115,,mptmp,0.03675,4,anomalous
256,0.0.0.0,443,23.13.236.50,2560,alphfl,0.0839,3,anomalous
256,0.0.0.0,80,23.13.236.50,2560,alphfl,0.0839,3,anomalous
257,202.247.169.199,25,212.133.109.133,,mptpla,0.0839,3,anomalous
257,202.247.171.243,25,212.133.109.133,,mptpla,0.0839,3,anomalous
257,202.247.174.120,25,212.133.109.133,,mptpla,0.0839,3,anomalous
258,,443,163.170.30.185,,mptp,0.34548,6,anomalous
259,,443,163.170.125.117,,mptmp,0.34548,6,anomalous
259,,443,163.170.130.197,,mptmp,0.34548,6,anomalous
260,,443,163.170.8.172,,mptp,0.03675,4,anomalous
261,99.148.149.132,443,45.99.194.67,,alphfl,0.22853,7,anomalous
262,13.221.11.61,443,163.170.208.224,57426,alphfl,0.0839,3,anomalous
263,45.99.194.67,,99.148.149.132,443,alphfl,0.03675,4,anomalous
264,23.207.28.186,443,203.93.172.63,47917,alphfl,0.0839,3,anomalous
264,23.207.28.186,443,203.93.172.63,9616,alphfl,0.0839,3,anomalous
264,23.207.28.186,443,203.93.172.63,9612,alphfl,0.0839,3,anomalous
